state,county,cbsa,rpp-in-100-dollars,name
29,29133,,118.9060642,Missouri (Nonmetropolitan Portion)
29,29135,27620,122.1001221,"Jefferson City, MO (Metropolitan Statistical Area)"
29,29137,,118.9060642,Missouri (Nonmetropolitan Portion)
29,29139,,118.9060642,Missouri (Nonmetropolitan Portion)
29,29141,,118.9060642,Missouri (Nonmetropolitan Portion)
29,29143,,118.9060642,Missouri (Nonmetropolitan Portion)
29,29145,27900,113.1221719,"Joplin, MO (Metropolitan Statistical Area)"
29,29147,,118.9060642,Missouri (Nonmetropolitan Portion)
29,29149,,118.9060642,Missouri (Nonmetropolitan Portion)
29,29151,27620,122.1001221,"Jefferson City, MO (Metropolitan Statistical Area)"
29,29153,,118.9060642,Missouri (Nonmetropolitan Portion)
29,29155,,118.9060642,Missouri (Nonmetropolitan Portion)
29,29157,,118.9060642,Missouri (Nonmetropolitan Portion)
29,29159,,118.9060642,Missouri (Nonmetropolitan Portion)
29,29161,,118.9060642,Missouri (Nonmetropolitan Portion)
29,29163,,118.9060642,Missouri (Nonmetropolitan Portion)
29,29165,28140,106.7235859,"Kansas City, MO-KS (Metropolitan Statistical Area)"
29,29167,44180,112.3595506,"Springfield, MO (Metropolitan Statistical Area)"
29,29169,,118.9060642,Missouri (Nonmetropolitan Portion)
29,29171,,118.9060642,Missouri (Nonmetropolitan Portion)
29,29173,,118.9060642,Missouri (Nonmetropolitan Portion)
29,29175,,118.9060642,Missouri (Nonmetropolitan Portion)
29,29177,28140,106.7235859,"Kansas City, MO-KS (Metropolitan Statistical Area)"
29,29179,,118.9060642,Missouri (Nonmetropolitan Portion)
29,29181,,118.9060642,Missouri (Nonmetropolitan Portion)
29,29183,41180,111.4827202,"St. Louis, MO-IL (Metropolitan Statistical Area)"
29,29185,,118.9060642,Missouri (Nonmetropolitan Portion)
29,29186,,118.9060642,Missouri (Nonmetropolitan Portion)
29,29187,,118.9060642,Missouri (Nonmetropolitan Portion)
29,29189,41180,111.4827202,"St. Louis, MO-IL (Metropolitan Statistical Area)"
29,29195,,118.9060642,Missouri (Nonmetropolitan Portion)
29,29197,,118.9060642,Missouri (Nonmetropolitan Portion)
29,29199,,118.9060642,Missouri (Nonmetropolitan Portion)
29,29201,,118.9060642,Missouri (Nonmetropolitan Portion)
29,29203,,118.9060642,Missouri (Nonmetropolitan Portion)
29,29205,,118.9060642,Missouri (Nonmetropolitan Portion)
29,29207,,118.9060642,Missouri (Nonmetropolitan Portion)
29,29209,,118.9060642,Missouri (Nonmetropolitan Portion)
29,29211,,118.9060642,Missouri (Nonmetropolitan Portion)
29,29213,,118.9060642,Missouri (Nonmetropolitan Portion)
29,29215,,118.9060642,Missouri (Nonmetropolitan Portion)
29,29217,,118.9060642,Missouri (Nonmetropolitan Portion)
29,29219,41180,111.4827202,"St. Louis, MO-IL (Metropolitan Statistical Area)"
29,29221,41180,111.4827202,"St. Louis, MO-IL (Metropolitan Statistical Area)"
29,29223,,118.9060642,Missouri (Nonmetropolitan Portion)
29,29225,44180,112.3595506,"Springfield, MO (Metropolitan Statistical Area)"
29,29227,,118.9060642,Missouri (Nonmetropolitan Portion)
29,29229,,118.9060642,Missouri (Nonmetropolitan Portion)
29,29510,41180,111.4827202,"St. Louis, MO-IL (Metropolitan Statistical Area)"
30,30001,,108.9324619,Montana (Nonmetropolitan Portion)
30,30003,,108.9324619,Montana (Nonmetropolitan Portion)
30,30005,,108.9324619,Montana (Nonmetropolitan Portion)
30,30007,,108.9324619,Montana (Nonmetropolitan Portion)
30,30009,13740,102.6694045,"Billings, MT (Metropolitan Statistical Area)"
30,30011,,108.9324619,Montana (Nonmetropolitan Portion)
30,30013,24500,106.2699256,"Great Falls, MT (Metropolitan Statistical Area)"
30,30015,,108.9324619,Montana (Nonmetropolitan Portion)
30,30017,,108.9324619,Montana (Nonmetropolitan Portion)
30,30019,,108.9324619,Montana (Nonmetropolitan Portion)
30,30021,,108.9324619,Montana (Nonmetropolitan Portion)
30,30023,,108.9324619,Montana (Nonmetropolitan Portion)
30,30025,,108.9324619,Montana (Nonmetropolitan Portion)
30,30027,,108.9324619,Montana (Nonmetropolitan Portion)
30,30029,,108.9324619,Montana (Nonmetropolitan Portion)
30,30031,,108.9324619,Montana (Nonmetropolitan Portion)
30,30033,,108.9324619,Montana (Nonmetropolitan Portion)
30,30035,,108.9324619,Montana (Nonmetropolitan Portion)
30,30037,,108.9324619,Montana (Nonmetropolitan Portion)
30,30039,,108.9324619,Montana (Nonmetropolitan Portion)
30,30041,,108.9324619,Montana (Nonmetropolitan Portion)
30,30043,,108.9324619,Montana (Nonmetropolitan Portion)
30,30045,,108.9324619,Montana (Nonmetropolitan Portion)
30,30047,,108.9324619,Montana (Nonmetropolitan Portion)
30,30049,,108.9324619,Montana (Nonmetropolitan Portion)
30,30051,,108.9324619,Montana (Nonmetropolitan Portion)
30,30053,,108.9324619,Montana (Nonmetropolitan Portion)
30,30055,,108.9324619,Montana (Nonmetropolitan Portion)
30,30057,,108.9324619,Montana (Nonmetropolitan Portion)
30,30059,,108.9324619,Montana (Nonmetropolitan Portion)
30,30061,,108.9324619,Montana (Nonmetropolitan Portion)
30,30063,33540,103.950104,"Missoula, MT (Metropolitan Statistical Area)"
30,30065,,108.9324619,Montana (Nonmetropolitan Portion)
30,30067,,108.9324619,Montana (Nonmetropolitan Portion)
30,30069,,108.9324619,Montana (Nonmetropolitan Portion)
30,30071,,108.9324619,Montana (Nonmetropolitan Portion)
30,30073,,108.9324619,Montana (Nonmetropolitan Portion)
30,30075,,108.9324619,Montana (Nonmetropolitan Portion)
30,30077,,108.9324619,Montana (Nonmetropolitan Portion)
30,30079,,108.9324619,Montana (Nonmetropolitan Portion)
30,30081,,108.9324619,Montana (Nonmetropolitan Portion)
30,30083,,108.9324619,Montana (Nonmetropolitan Portion)
30,30085,,108.9324619,Montana (Nonmetropolitan Portion)
30,30087,,108.9324619,Montana (Nonmetropolitan Portion)
30,30089,,108.9324619,Montana (Nonmetropolitan Portion)
30,30091,,108.9324619,Montana (Nonmetropolitan Portion)
30,30093,,108.9324619,Montana (Nonmetropolitan Portion)
30,30095,,108.9324619,Montana (Nonmetropolitan Portion)
30,30097,,108.9324619,Montana (Nonmetropolitan Portion)
30,30099,,108.9324619,Montana (Nonmetropolitan Portion)
30,30101,,108.9324619,Montana (Nonmetropolitan Portion)
30,30103,,108.9324619,Montana (Nonmetropolitan Portion)
30,30105,,108.9324619,Montana (Nonmetropolitan Portion)
30,30107,,108.9324619,Montana (Nonmetropolitan Portion)
30,30109,,108.9324619,Montana (Nonmetropolitan Portion)
30,30111,13740,102.6694045,"Billings, MT (Metropolitan Statistical Area)"
31,31001,,116.8224299,Nebraska (Nonmetropolitan Portion)
31,31003,,116.8224299,Nebraska (Nonmetropolitan Portion)
31,31005,,116.8224299,Nebraska (Nonmetropolitan Portion)
31,31007,,116.8224299,Nebraska (Nonmetropolitan Portion)
31,31009,,116.8224299,Nebraska (Nonmetropolitan Portion)
31,31011,,116.8224299,Nebraska (Nonmetropolitan Portion)
31,31013,,116.8224299,Nebraska (Nonmetropolitan Portion)
31,31015,,116.8224299,Nebraska (Nonmetropolitan Portion)
31,31017,,116.8224299,Nebraska (Nonmetropolitan Portion)
31,31019,,116.8224299,Nebraska (Nonmetropolitan Portion)
31,31021,,116.8224299,Nebraska (Nonmetropolitan Portion)
31,31023,,116.8224299,Nebraska (Nonmetropolitan Portion)
31,31025,36540,106.0445387,"Omaha-Council Bluffs, NE-IA (Metropolitan Statistical Area)"
31,31027,,116.8224299,Nebraska (Nonmetropolitan Portion)
31,31029,,116.8224299,Nebraska (Nonmetropolitan Portion)
31,31031,,116.8224299,Nebraska (Nonmetropolitan Portion)
31,31033,,116.8224299,Nebraska (Nonmetropolitan Portion)
31,31035,,116.8224299,Nebraska (Nonmetropolitan Portion)
31,31037,,116.8224299,Nebraska (Nonmetropolitan Portion)
31,31039,,116.8224299,Nebraska (Nonmetropolitan Portion)
31,31041,,116.8224299,Nebraska (Nonmetropolitan Portion)
31,31043,43580,111.9820829,"Sioux City, IA-NE-SD (Metropolitan Statistical Area)"
31,31045,,116.8224299,Nebraska (Nonmetropolitan Portion)
31,31047,,116.8224299,Nebraska (Nonmetropolitan Portion)
31,31049,,116.8224299,Nebraska (Nonmetropolitan Portion)
31,31051,43580,111.9820829,"Sioux City, IA-NE-SD (Metropolitan Statistical Area)"
31,31053,,116.8224299,Nebraska (Nonmetropolitan Portion)
31,31055,36540,106.0445387,"Omaha-Council Bluffs, NE-IA (Metropolitan Statistical Area)"
31,31057,,116.8224299,Nebraska (Nonmetropolitan Portion)
31,31059,,116.8224299,Nebraska (Nonmetropolitan Portion)
31,31061,,116.8224299,Nebraska (Nonmetropolitan Portion)
31,31063,,116.8224299,Nebraska (Nonmetropolitan Portion)
31,31065,,116.8224299,Nebraska (Nonmetropolitan Portion)
31,31067,,116.8224299,Nebraska (Nonmetropolitan Portion)
31,31069,,116.8224299,Nebraska (Nonmetropolitan Portion)
31,31071,,116.8224299,Nebraska (Nonmetropolitan Portion)
31,31073,,116.8224299,Nebraska (Nonmetropolitan Portion)
31,31075,,116.8224299,Nebraska (Nonmetropolitan Portion)
31,31077,,116.8224299,Nebraska (Nonmetropolitan Portion)
31,31079,24260,118.2033097,"Grand Island, NE (Metropolitan Statistical Area)"
31,31081,,116.8224299,Nebraska (Nonmetropolitan Portion)
31,31083,,116.8224299,Nebraska (Nonmetropolitan Portion)
31,31085,,116.8224299,Nebraska (Nonmetropolitan Portion)
31,31087,,116.8224299,Nebraska (Nonmetropolitan Portion)
31,31089,,116.8224299,Nebraska (Nonmetropolitan Portion)
31,31091,,116.8224299,Nebraska (Nonmetropolitan Portion)
31,31093,24260,118.2033097,"Grand Island, NE (Metropolitan Statistical Area)"
31,31095,,116.8224299,Nebraska (Nonmetropolitan Portion)
31,31097,,116.8224299,Nebraska (Nonmetropolitan Portion)
31,31099,,116.8224299,Nebraska (Nonmetropolitan Portion)
31,31101,,116.8224299,Nebraska (Nonmetropolitan Portion)
31,31103,,116.8224299,Nebraska (Nonmetropolitan Portion)
31,31105,,116.8224299,Nebraska (Nonmetropolitan Portion)
31,31107,,116.8224299,Nebraska (Nonmetropolitan Portion)
31,31109,30700,107.6426265,"Lincoln, NE (Metropolitan Statistical Area)"
31,31111,,116.8224299,Nebraska (Nonmetropolitan Portion)
31,31113,,116.8224299,Nebraska (Nonmetropolitan Portion)
31,31115,,116.8224299,Nebraska (Nonmetropolitan Portion)
31,31117,,116.8224299,Nebraska (Nonmetropolitan Portion)
31,31119,,116.8224299,Nebraska (Nonmetropolitan Portion)
31,31121,24260,118.2033097,"Grand Island, NE (Metropolitan Statistical Area)"
31,31123,,116.8224299,Nebraska (Nonmetropolitan Portion)
31,31125,,116.8224299,Nebraska (Nonmetropolitan Portion)
31,31127,,116.8224299,Nebraska (Nonmetropolitan Portion)
31,31129,,116.8224299,Nebraska (Nonmetropolitan Portion)
31,31131,,116.8224299,Nebraska (Nonmetropolitan Portion)
31,31133,,116.8224299,Nebraska (Nonmetropolitan Portion)
31,31135,,116.8224299,Nebraska (Nonmetropolitan Portion)
31,31137,,116.8224299,Nebraska (Nonmetropolitan Portion)
31,31139,,116.8224299,Nebraska (Nonmetropolitan Portion)
31,31141,,116.8224299,Nebraska (Nonmetropolitan Portion)
31,31143,,116.8224299,Nebraska (Nonmetropolitan Portion)
31,31145,,116.8224299,Nebraska (Nonmetropolitan Portion)
31,31147,,116.8224299,Nebraska (Nonmetropolitan Portion)
31,31149,,116.8224299,Nebraska (Nonmetropolitan Portion)
31,31151,,116.8224299,Nebraska (Nonmetropolitan Portion)
31,31153,36540,106.0445387,"Omaha-Council Bluffs, NE-IA (Metropolitan Statistical Area)"
31,31155,36540,106.0445387,"Omaha-Council Bluffs, NE-IA (Metropolitan Statistical Area)"
31,31157,,116.8224299,Nebraska (Nonmetropolitan Portion)
31,31159,30700,107.6426265,"Lincoln, NE (Metropolitan Statistical Area)"
31,31161,,116.8224299,Nebraska (Nonmetropolitan Portion)
31,31163,,116.8224299,Nebraska (Nonmetropolitan Portion)
31,31165,,116.8224299,Nebraska (Nonmetropolitan Portion)
31,31167,,116.8224299,Nebraska (Nonmetropolitan Portion)
31,31169,,116.8224299,Nebraska (Nonmetropolitan Portion)
31,31171,,116.8224299,Nebraska (Nonmetropolitan Portion)
31,31173,,116.8224299,Nebraska (Nonmetropolitan Portion)
31,31175,,116.8224299,Nebraska (Nonmetropolitan Portion)
31,31177,36540,106.0445387,"Omaha-Council Bluffs, NE-IA (Metropolitan Statistical Area)"
31,31179,,116.8224299,Nebraska (Nonmetropolitan Portion)
31,31181,,116.8224299,Nebraska (Nonmetropolitan Portion)
31,31183,,116.8224299,Nebraska (Nonmetropolitan Portion)
31,31185,,116.8224299,Nebraska (Nonmetropolitan Portion)
32,32001,,106.4962726,Nevada (Nonmetropolitan Portion)
32,32003,29820,100.8064516,"Las Vegas-Henderson-Paradise, NV (Metropolitan Statistical Area)"
32,32005,,106.4962726,Nevada (Nonmetropolitan Portion)
32,32007,,106.4962726,Nevada (Nonmetropolitan Portion)
32,32009,,106.4962726,Nevada (Nonmetropolitan Portion)
32,32011,,106.4962726,Nevada (Nonmetropolitan Portion)
32,32013,,106.4962726,Nevada (Nonmetropolitan Portion)
32,32015,,106.4962726,Nevada (Nonmetropolitan Portion)
32,32017,,106.4962726,Nevada (Nonmetropolitan Portion)
32,32019,,106.4962726,Nevada (Nonmetropolitan Portion)
32,32021,,106.4962726,Nevada (Nonmetropolitan Portion)
32,32023,,106.4962726,Nevada (Nonmetropolitan Portion)
32,32027,,106.4962726,Nevada (Nonmetropolitan Portion)
32,32029,39900,100.6036217,"Reno, NV (Metropolitan Statistical Area)"
32,32031,39900,100.6036217,"Reno, NV (Metropolitan Statistical Area)"
32,32033,,106.4962726,Nevada (Nonmetropolitan Portion)
32,32510,16180,103.0927835,"Carson City, NV (Metropolitan Statistical Area)"
33,33001,,99.50248756,New Hampshire (Nonmetropolitan Portion)
33,33003,,99.50248756,New Hampshire (Nonmetropolitan Portion)
33,33005,,99.50248756,New Hampshire (Nonmetropolitan Portion)
33,33007,,99.50248756,New Hampshire (Nonmetropolitan Portion)
33,33009,,99.50248756,New Hampshire (Nonmetropolitan Portion)
33,33011,31700,92.33610342,"Manchester-Nashua, NH (Metropolitan Statistical Area)"
33,33013,,99.50248756,New Hampshire (Nonmetropolitan Portion)
33,33015,14460,90.17132552,"Boston-Cambridge-Newton, MA-NH (Metropolitan Statistical Area)"
33,33017,14460,90.17132552,"Boston-Cambridge-Newton, MA-NH (Metropolitan Statistical Area)"
33,33019,,99.50248756,New Hampshire (Nonmetropolitan Portion)
34,34001,12100,92.85051068,"Atlantic City-Hammonton, NJ (Metropolitan Statistical Area)"
34,34003,35620,81.76614881,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)"
34,34005,37980,92.67840593,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)"
34,34007,37980,92.67840593,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)"
34,34009,36140,92.25092251,"Ocean City, NJ (Metropolitan Statistical Area)"
34,34011,47220,96.52509653,"Vineland-Bridgeton, NJ (Metropolitan Statistical Area)"
34,34013,35620,81.76614881,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)"
34,34015,37980,92.67840593,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)"
34,34017,35620,81.76614881,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)"
34,34019,35620,81.76614881,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)"
34,34021,45940,89.12655971,"Trenton, NJ (Metropolitan Statistical Area)"
34,34023,35620,81.76614881,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)"
34,34025,35620,81.76614881,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)"
34,34027,35620,81.76614881,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)"
34,34029,35620,81.76614881,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)"
34,34031,35620,81.76614881,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)"
34,34033,37980,92.67840593,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD (Metropolitan Statistical Area)"
34,34035,35620,81.76614881,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)"
34,34037,35620,81.76614881,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)"
34,34039,35620,81.76614881,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)"
34,34041,10900,100,"Allentown-Bethlehem-Easton, PA-NJ (Metropolitan Statistical Area)"
35,35001,10740,102.9866117,"Albuquerque, NM (Metropolitan Statistical Area)"
35,35003,,109.5290252,New Mexico (Nonmetropolitan Portion)
35,35005,,109.5290252,New Mexico (Nonmetropolitan Portion)
35,35006,,109.5290252,New Mexico (Nonmetropolitan Portion)
35,35007,,109.5290252,New Mexico (Nonmetropolitan Portion)
35,35009,,109.5290252,New Mexico (Nonmetropolitan Portion)
35,35011,,109.5290252,New Mexico (Nonmetropolitan Portion)
35,35013,29740,108.2251082,"Las Cruces, NM (Metropolitan Statistical Area)"
35,35015,,109.5290252,New Mexico (Nonmetropolitan Portion)
35,35017,,109.5290252,New Mexico (Nonmetropolitan Portion)
35,35019,,109.5290252,New Mexico (Nonmetropolitan Portion)
35,35021,,109.5290252,New Mexico (Nonmetropolitan Portion)
35,35023,,109.5290252,New Mexico (Nonmetropolitan Portion)
35,35025,,109.5290252,New Mexico (Nonmetropolitan Portion)
35,35027,,109.5290252,New Mexico (Nonmetropolitan Portion)
35,35028,,109.5290252,New Mexico (Nonmetropolitan Portion)
35,35029,,109.5290252,New Mexico (Nonmetropolitan Portion)
35,35031,,109.5290252,New Mexico (Nonmetropolitan Portion)
35,35033,,109.5290252,New Mexico (Nonmetropolitan Portion)
35,35035,,109.5290252,New Mexico (Nonmetropolitan Portion)
35,35037,,109.5290252,New Mexico (Nonmetropolitan Portion)
35,35039,,109.5290252,New Mexico (Nonmetropolitan Portion)
35,35041,,109.5290252,New Mexico (Nonmetropolitan Portion)
35,35043,10740,102.9866117,"Albuquerque, NM (Metropolitan Statistical Area)"
35,35045,22140,109.1703057,"Farmington, NM (Metropolitan Statistical Area)"
35,35047,,109.5290252,New Mexico (Nonmetropolitan Portion)
35,35049,42140,100.3009027,"Santa Fe, NM (Metropolitan Statistical Area)"
35,35051,,109.5290252,New Mexico (Nonmetropolitan Portion)
35,35053,,109.5290252,New Mexico (Nonmetropolitan Portion)
35,35055,,109.5290252,New Mexico (Nonmetropolitan Portion)
35,35057,10740,102.9866117,"Albuquerque, NM (Metropolitan Statistical Area)"
35,35059,,109.5290252,New Mexico (Nonmetropolitan Portion)
35,35061,10740,102.9866117,"Albuquerque, NM (Metropolitan Statistical Area)"
36,36001,10580,101.010101,"Albany-Schenectady-Troy, NY (Metropolitan Statistical Area)"
36,36003,,105.8201058,New York (Nonmetropolitan Portion)
36,36005,35620,81.76614881,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)"
36,36007,13780,105.1524711,"Binghamton, NY (Metropolitan Statistical Area)"
36,36009,,105.8201058,New York (Nonmetropolitan Portion)
36,36011,,105.8201058,New York (Nonmetropolitan Portion)
36,36013,,105.8201058,New York (Nonmetropolitan Portion)
36,36015,21300,106.2699256,"Elmira, NY (Metropolitan Statistical Area)"
36,36017,,105.8201058,New York (Nonmetropolitan Portion)
36,36019,,105.8201058,New York (Nonmetropolitan Portion)
36,36021,,105.8201058,New York (Nonmetropolitan Portion)
36,36023,,105.8201058,New York (Nonmetropolitan Portion)
36,36025,,105.8201058,New York (Nonmetropolitan Portion)
36,36027,,105.8201058,New York (Nonmetropolitan Portion)
36,36029,15380,106.6098081,"Buffalo-Cheektowaga-Niagara Falls, NY (Metropolitan Statistical Area)"
36,36031,,105.8201058,New York (Nonmetropolitan Portion)
36,36033,,105.8201058,New York (Nonmetropolitan Portion)
36,36035,,105.8201058,New York (Nonmetropolitan Portion)
36,36037,,105.8201058,New York (Nonmetropolitan Portion)
36,36039,,105.8201058,New York (Nonmetropolitan Portion)
36,36041,,105.8201058,New York (Nonmetropolitan Portion)
36,36043,46540,107.8748652,"Utica-Rome, NY (Metropolitan Statistical Area)"
36,36045,48060,101.5228426,"Watertown-Fort Drum, NY (Metropolitan Statistical Area)"
36,36047,35620,81.76614881,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)"
36,36049,,105.8201058,New York (Nonmetropolitan Portion)
36,36051,40380,102.8806584,"Rochester, NY (Metropolitan Statistical Area)"
36,36053,45060,104.8218029,"Syracuse, NY (Metropolitan Statistical Area)"
36,36055,40380,102.8806584,"Rochester, NY (Metropolitan Statistical Area)"
36,36057,,105.8201058,New York (Nonmetropolitan Portion)
36,36059,35620,81.76614881,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)"
36,36061,35620,81.76614881,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)"
36,36063,15380,106.6098081,"Buffalo-Cheektowaga-Niagara Falls, NY (Metropolitan Statistical Area)"
36,36065,46540,107.8748652,"Utica-Rome, NY (Metropolitan Statistical Area)"
36,36067,45060,104.8218029,"Syracuse, NY (Metropolitan Statistical Area)"
36,36069,40380,102.8806584,"Rochester, NY (Metropolitan Statistical Area)"
36,36071,,105.8201058,New York (Nonmetropolitan Portion)
36,36073,40380,102.8806584,"Rochester, NY (Metropolitan Statistical Area)"
36,36075,45060,104.8218029,"Syracuse, NY (Metropolitan Statistical Area)"
36,36077,,105.8201058,New York (Nonmetropolitan Portion)
36,36079,35620,81.76614881,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)"
36,36081,35620,81.76614881,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)"
36,36083,10580,101.010101,"Albany-Schenectady-Troy, NY (Metropolitan Statistical Area)"
36,36085,35620,81.76614881,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)"
36,36087,35620,81.76614881,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)"
36,36089,,105.8201058,New York (Nonmetropolitan Portion)
36,36091,10580,101.010101,"Albany-Schenectady-Troy, NY (Metropolitan Statistical Area)"
36,36093,10580,101.010101,"Albany-Schenectady-Troy, NY (Metropolitan Statistical Area)"
36,36095,10580,101.010101,"Albany-Schenectady-Troy, NY (Metropolitan Statistical Area)"
36,36097,,105.8201058,New York (Nonmetropolitan Portion)
36,36099,,105.8201058,New York (Nonmetropolitan Portion)
36,36101,,105.8201058,New York (Nonmetropolitan Portion)
36,36103,35620,81.76614881,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)"
36,36105,,105.8201058,New York (Nonmetropolitan Portion)
36,36107,13780,105.1524711,"Binghamton, NY (Metropolitan Statistical Area)"
36,36109,27060,96.33911368,"Ithaca, NY (Metropolitan Statistical Area)"
36,36111,28740,97.56097561,"Kingston, NY (Metropolitan Statistical Area)"
36,36113,24020,102.9866117,"Glens Falls, NY (Metropolitan Statistical Area)"
36,36115,24020,102.9866117,"Glens Falls, NY (Metropolitan Statistical Area)"
36,36117,40380,102.8806584,"Rochester, NY (Metropolitan Statistical Area)"
36,36119,35620,81.76614881,"New York-Newark-Jersey City, NY-NJ-PA (Metropolitan Statistical Area)"
36,36121,,105.8201058,New York (Nonmetropolitan Portion)
36,36123,,105.8201058,New York (Nonmetropolitan Portion)
37,37001,15500,110.864745,"Burlington, NC (Metropolitan Statistical Area)"
37,37003,25860,112.2334456,"Hickory-Lenoir-Morganton, NC (Metropolitan Statistical Area)"
37,37005,,116.6861144,North Carolina (Nonmetropolitan Portion)
37,37007,16740,107.0663812,"Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)"
37,37009,,116.6861144,North Carolina (Nonmetropolitan Portion)
37,37011,,116.6861144,North Carolina (Nonmetropolitan Portion)
37,37013,,116.6861144,North Carolina (Nonmetropolitan Portion)
37,37015,,116.6861144,North Carolina (Nonmetropolitan Portion)
37,37017,,116.6861144,North Carolina (Nonmetropolitan Portion)
37,37019,48900,105.5966209,"Wilmington, NC (Metropolitan Statistical Area)"
37,37021,11700,108.4598698,"Asheville, NC (Metropolitan Statistical Area)"
37,37023,25860,112.2334456,"Hickory-Lenoir-Morganton, NC (Metropolitan Statistical Area)"
37,37025,16740,107.0663812,"Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)"
37,37027,25860,112.2334456,"Hickory-Lenoir-Morganton, NC (Metropolitan Statistical Area)"
37,37029,,116.6861144,North Carolina (Nonmetropolitan Portion)
37,37031,,116.6861144,North Carolina (Nonmetropolitan Portion)
37,37033,,116.6861144,North Carolina (Nonmetropolitan Portion)
37,37035,25860,112.2334456,"Hickory-Lenoir-Morganton, NC (Metropolitan Statistical Area)"
37,37037,20500,104.9317943,"Durham-Chapel Hill, NC (Metropolitan Statistical Area)"
37,37039,,116.6861144,North Carolina (Nonmetropolitan Portion)
37,37041,,116.6861144,North Carolina (Nonmetropolitan Portion)
37,37043,,116.6861144,North Carolina (Nonmetropolitan Portion)
37,37045,,116.6861144,North Carolina (Nonmetropolitan Portion)
37,37047,,116.6861144,North Carolina (Nonmetropolitan Portion)
37,37049,35100,114.5475372,"New Bern, NC (Metropolitan Statistical Area)"
37,37051,22180,109.5290252,"Fayetteville, NC (Metropolitan Statistical Area)"
37,37053,47260,101.2145749,"Virginia Beach-Norfolk-Newport News, VA-NC (Metropolitan Statistical Area)"
37,37055,,116.6861144,North Carolina (Nonmetropolitan Portion)
37,37057,,116.6861144,North Carolina (Nonmetropolitan Portion)
37,37059,49180,110.7419712,"Winston-Salem, NC (Metropolitan Statistical Area)"
37,37061,,116.6861144,North Carolina (Nonmetropolitan Portion)
37,37063,20500,104.9317943,"Durham-Chapel Hill, NC (Metropolitan Statistical Area)"
37,37065,40580,115.0747986,"Rocky Mount, NC (Metropolitan Statistical Area)"
37,37067,49180,110.7419712,"Winston-Salem, NC (Metropolitan Statistical Area)"
37,37069,39580,104.6025105,"Raleigh, NC (Metropolitan Statistical Area)"
37,37071,16740,107.0663812,"Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)"
37,37073,,116.6861144,North Carolina (Nonmetropolitan Portion)
37,37075,,116.6861144,North Carolina (Nonmetropolitan Portion)
37,37077,,116.6861144,North Carolina (Nonmetropolitan Portion)
37,37079,24780,112.7395716,"Greenville, NC (Metropolitan Statistical Area)"
37,37081,24660,110.864745,"Greensboro-High Point, NC (Metropolitan Statistical Area)"
37,37083,,116.6861144,North Carolina (Nonmetropolitan Portion)
37,37085,,116.6861144,North Carolina (Nonmetropolitan Portion)
37,37087,11700,108.4598698,"Asheville, NC (Metropolitan Statistical Area)"
37,37089,11700,108.4598698,"Asheville, NC (Metropolitan Statistical Area)"
37,37091,,116.6861144,North Carolina (Nonmetropolitan Portion)
37,37093,22180,109.5290252,"Fayetteville, NC (Metropolitan Statistical Area)"
37,37095,,116.6861144,North Carolina (Nonmetropolitan Portion)
37,37097,,116.6861144,North Carolina (Nonmetropolitan Portion)
37,37099,,116.6861144,North Carolina (Nonmetropolitan Portion)
37,37101,39580,104.6025105,"Raleigh, NC (Metropolitan Statistical Area)"
37,37103,35100,114.5475372,"New Bern, NC (Metropolitan Statistical Area)"
37,37105,,116.6861144,North Carolina (Nonmetropolitan Portion)
