CBSA Code,CBSA Title,Metropolitan/Micropolitan Statistical Area,County/County Equivalent,State Name,FIPS Code
30660,"Lincoln, IL",Micropolitan Statistical Area,Logan County,Illinois,17107
30700,"Lincoln, NE",Metropolitan Statistical Area,Lancaster County,Nebraska,31109
30700,"Lincoln, NE",Metropolitan Statistical Area,Seward County,Nebraska,31159
30780,"Little Rock-North Little Rock-Conway, AR",Metropolitan Statistical Area,Faulkner County,Arkansas,5045
30780,"Little Rock-North Little Rock-Conway, AR",Metropolitan Statistical Area,Grant County,Arkansas,5053
30780,"Little Rock-North Little Rock-Conway, AR",Metropolitan Statistical Area,Lonoke County,Arkansas,5085
30780,"Little Rock-North Little Rock-Conway, AR",Metropolitan Statistical Area,Perry County,Arkansas,5105
30780,"Little Rock-North Little Rock-Conway, AR",Metropolitan Statistical Area,Pulaski County,Arkansas,5119
30780,"Little Rock-North Little Rock-Conway, AR",Metropolitan Statistical Area,Saline County,Arkansas,5125
30820,"Lock Haven, PA",Micropolitan Statistical Area,Clinton County,Pennsylvania,42035
30860,"Logan, UT-ID",Metropolitan Statistical Area,Franklin County,Idaho,16041
30860,"Logan, UT-ID",Metropolitan Statistical Area,Cache County,Utah,49005
30880,"Logan, WV",Micropolitan Statistical Area,Logan County,West Virginia,54045
30900,"Logansport, IN",Micropolitan Statistical Area,Cass County,Indiana,18017
30940,"London, KY",Micropolitan Statistical Area,Knox County,Kentucky,21121
30940,"London, KY",Micropolitan Statistical Area,Laurel County,Kentucky,21125
30940,"London, KY",Micropolitan Statistical Area,Whitley County,Kentucky,21235
30980,"Longview, TX",Metropolitan Statistical Area,Gregg County,Texas,48183
30980,"Longview, TX",Metropolitan Statistical Area,Rusk County,Texas,48401
30980,"Longview, TX",Metropolitan Statistical Area,Upshur County,Texas,48459
31020,"Longview, WA",Metropolitan Statistical Area,Cowlitz County,Washington,53015
31060,"Los Alamos, NM",Micropolitan Statistical Area,Los Alamos County,New Mexico,35028
31080,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan Statistical Area,Orange County,California,6059
31080,"Los Angeles-Long Beach-Anaheim, CA",Metropolitan Statistical Area,Los Angeles County,California,6037
31140,"Louisville/Jefferson County, KY-IN",Metropolitan Statistical Area,Clark County,Indiana,18019
31140,"Louisville/Jefferson County, KY-IN",Metropolitan Statistical Area,Floyd County,Indiana,18043
31140,"Louisville/Jefferson County, KY-IN",Metropolitan Statistical Area,Harrison County,Indiana,18061
31140,"Louisville/Jefferson County, KY-IN",Metropolitan Statistical Area,Scott County,Indiana,18143
31140,"Louisville/Jefferson County, KY-IN",Metropolitan Statistical Area,Washington County,Indiana,18175
31140,"Louisville/Jefferson County, KY-IN",Metropolitan Statistical Area,Bullitt County,Kentucky,21029
31140,"Louisville/Jefferson County, KY-IN",Metropolitan Statistical Area,Henry County,Kentucky,21103
31140,"Louisville/Jefferson County, KY-IN",Metropolitan Statistical Area,Jefferson County,Kentucky,21111
31140,"Louisville/Jefferson County, KY-IN",Metropolitan Statistical Area,Oldham County,Kentucky,21185
31140,"Louisville/Jefferson County, KY-IN",Metropolitan Statistical Area,Shelby County,Kentucky,21211
31140,"Louisville/Jefferson County, KY-IN",Metropolitan Statistical Area,Spencer County,Kentucky,21215
31140,"Louisville/Jefferson County, KY-IN",Metropolitan Statistical Area,Trimble County,Kentucky,21223
31180,"Lubbock, TX",Metropolitan Statistical Area,Crosby County,Texas,48107
31180,"Lubbock, TX",Metropolitan Statistical Area,Lubbock County,Texas,48303
31180,"Lubbock, TX",Metropolitan Statistical Area,Lynn County,Texas,48305
31220,"Ludington, MI",Micropolitan Statistical Area,Mason County,Michigan,26105
31260,"Lufkin, TX",Micropolitan Statistical Area,Angelina County,Texas,48005
31300,"Lumberton, NC",Micropolitan Statistical Area,Robeson County,North Carolina,37155
31340,"Lynchburg, VA",Metropolitan Statistical Area,Amherst County,Virginia,51009
31340,"Lynchburg, VA",Metropolitan Statistical Area,Appomattox County,Virginia,51011
31340,"Lynchburg, VA",Metropolitan Statistical Area,Bedford County,Virginia,51019
31340,"Lynchburg, VA",Metropolitan Statistical Area,Campbell County,Virginia,51031
31340,"Lynchburg, VA",Metropolitan Statistical Area,Bedford city,Virginia,51515
31340,"Lynchburg, VA",Metropolitan Statistical Area,Lynchburg city,Virginia,51680
31380,"Macomb, IL",Micropolitan Statistical Area,McDonough County,Illinois,17109
31420,"Macon, GA",Metropolitan Statistical Area,Bibb County,Georgia,13021
31420,"Macon, GA",Metropolitan Statistical Area,Crawford County,Georgia,13079
31420,"Macon, GA",Metropolitan Statistical Area,Jones County,Georgia,13169
31420,"Macon, GA",Metropolitan Statistical Area,Monroe County,Georgia,13207
31420,"Macon, GA",Metropolitan Statistical Area,Twiggs County,Georgia,13289
31460,"Madera, CA",Metropolitan Statistical Area,Madera County,California,6039
31500,"Madison, IN",Micropolitan Statistical Area,Jefferson County,Indiana,18077
31540,"Madison, WI",Metropolitan Statistical Area,Columbia County,Wisconsin,55021
31540,"Madison, WI",Metropolitan Statistical Area,Dane County,Wisconsin,55025
31540,"Madison, WI",Metropolitan Statistical Area,Green County,Wisconsin,55045
31540,"Madison, WI",Metropolitan Statistical Area,Iowa County,Wisconsin,55049
31580,"Madisonville, KY",Micropolitan Statistical Area,Hopkins County,Kentucky,21107
31620,"Magnolia, AR",Micropolitan Statistical Area,Columbia County,Arkansas,5027
31660,"Malone, NY",Micropolitan Statistical Area,Franklin County,New York,36033
31680,"Malvern, AR",Micropolitan Statistical Area,Hot Spring County,Arkansas,5059
31700,"Manchester-Nashua, NH",Metropolitan Statistical Area,Hillsborough County,New Hampshire,33011
31740,"Manhattan, KS",Metropolitan Statistical Area,Pottawatomie County,Kansas,20149
31740,"Manhattan, KS",Metropolitan Statistical Area,Riley County,Kansas,20161
31820,"Manitowoc, WI",Micropolitan Statistical Area,Manitowoc County,Wisconsin,55071
31860,"Mankato-North Mankato, MN",Metropolitan Statistical Area,Blue Earth County,Minnesota,27013
31860,"Mankato-North Mankato, MN",Metropolitan Statistical Area,Nicollet County,Minnesota,27103
31900,"Mansfield, OH",Metropolitan Statistical Area,Richland County,Ohio,39139
31930,"Marietta, OH",Micropolitan Statistical Area,Washington County,Ohio,39167
31940,"Marinette, WI-MI",Micropolitan Statistical Area,Menominee County,Michigan,26109
31940,"Marinette, WI-MI",Micropolitan Statistical Area,Marinette County,Wisconsin,55075
31980,"Marion, IN",Micropolitan Statistical Area,Grant County,Indiana,18053
32000,"Marion, NC",Micropolitan Statistical Area,McDowell County,North Carolina,37111
32020,"Marion, OH",Micropolitan Statistical Area,Marion County,Ohio,39101
32100,"Marquette, MI",Micropolitan Statistical Area,Marquette County,Michigan,26103
32140,"Marshall, MN",Micropolitan Statistical Area,Lyon County,Minnesota,27083
32180,"Marshall, MO",Micropolitan Statistical Area,Saline County,Missouri,29195
32220,"Marshall, TX",Micropolitan Statistical Area,Harrison County,Texas,48203
32260,"Marshalltown, IA",Micropolitan Statistical Area,Marshall County,Iowa,19127
32280,"Martin, TN",Micropolitan Statistical Area,Weakley County,Tennessee,47183
32300,"Martinsville, VA",Micropolitan Statistical Area,Henry County,Virginia,51089
32300,"Martinsville, VA",Micropolitan Statistical Area,Martinsville city,Virginia,51690
32340,"Maryville, MO",Micropolitan Statistical Area,Nodaway County,Missouri,29147
32380,"Mason City, IA",Micropolitan Statistical Area,Cerro Gordo County,Iowa,19033
32380,"Mason City, IA",Micropolitan Statistical Area,Worth County,Iowa,19195
32420,"Mayagüez, PR",Metropolitan Statistical Area,Hormigueros Municipio,Puerto Rico,72067
32420,"Mayagüez, PR",Metropolitan Statistical Area,Mayagüez Municipio,Puerto Rico,72097
32460,"Mayfield, KY",Micropolitan Statistical Area,Graves County,Kentucky,21083
32500,"Maysville, KY",Micropolitan Statistical Area,Mason County,Kentucky,21161
32540,"McAlester, OK",Micropolitan Statistical Area,Pittsburg County,Oklahoma,40121
32580,"McAllen-Edinburg-Mission, TX",Metropolitan Statistical Area,Hidalgo County,Texas,48215
32620,"McComb, MS",Micropolitan Statistical Area,Amite County,Mississippi,28005
32620,"McComb, MS",Micropolitan Statistical Area,Pike County,Mississippi,28113
32660,"McMinnville, TN",Micropolitan Statistical Area,Warren County,Tennessee,47177
32700,"McPherson, KS",Micropolitan Statistical Area,McPherson County,Kansas,20113
32740,"Meadville, PA",Micropolitan Statistical Area,Crawford County,Pennsylvania,42039
32780,"Medford, OR",Metropolitan Statistical Area,Jackson County,Oregon,41029
32820,"Memphis, TN-MS-AR",Metropolitan Statistical Area,Crittenden County,Arkansas,5035
32820,"Memphis, TN-MS-AR",Metropolitan Statistical Area,Benton County,Mississippi,28009
32820,"Memphis, TN-MS-AR",Metropolitan Statistical Area,DeSoto County,Mississippi,28033
32820,"Memphis, TN-MS-AR",Metropolitan Statistical Area,Marshall County,Mississippi,28093
32820,"Memphis, TN-MS-AR",Metropolitan Statistical Area,Tate County,Mississippi,28137
32820,"Memphis, TN-MS-AR",Metropolitan Statistical Area,Tunica County,Mississippi,28143
32820,"Memphis, TN-MS-AR",Metropolitan Statistical Area,Fayette County,Tennessee,47047
32820,"Memphis, TN-MS-AR",Metropolitan Statistical Area,Shelby County,Tennessee,47157
32820,"Memphis, TN-MS-AR",Metropolitan Statistical Area,Tipton County,Tennessee,47167
32860,"Menomonie, WI",Micropolitan Statistical Area,Dunn County,Wisconsin,55033
32900,"Merced, CA",Metropolitan Statistical Area,Merced County,California,6047
32940,"Meridian, MS",Micropolitan Statistical Area,Clarke County,Mississippi,28023
32940,"Meridian, MS",Micropolitan Statistical Area,Kemper County,Mississippi,28069
32940,"Meridian, MS",Micropolitan Statistical Area,Lauderdale County,Mississippi,28075
32980,"Merrill, WI",Micropolitan Statistical Area,Lincoln County,Wisconsin,55069
33020,"Mexico, MO",Micropolitan Statistical Area,Audrain County,Missouri,29007
33060,"Miami, OK",Micropolitan Statistical Area,Ottawa County,Oklahoma,40115
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",Metropolitan Statistical Area,Broward County,Florida,12011
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",Metropolitan Statistical Area,Miami-Dade County,Florida,12086
33100,"Miami-Fort Lauderdale-West Palm Beach, FL",Metropolitan Statistical Area,Palm Beach County,Florida,12099
33140,"Michigan City-La Porte, IN",Metropolitan Statistical Area,LaPorte County,Indiana,18091
33180,"Middlesborough, KY",Micropolitan Statistical Area,Bell County,Kentucky,21013
33220,"Midland, MI",Metropolitan Statistical Area,Midland County,Michigan,26111
33260,"Midland, TX",Metropolitan Statistical Area,Martin County,Texas,48317
33260,"Midland, TX",Metropolitan Statistical Area,Midland County,Texas,48329
33300,"Milledgeville, GA",Micropolitan Statistical Area,Baldwin County,Georgia,13009
33300,"Milledgeville, GA",Micropolitan Statistical Area,Hancock County,Georgia,13141
33340,"Milwaukee-Waukesha-West Allis, WI",Metropolitan Statistical Area,Milwaukee County,Wisconsin,55079
33340,"Milwaukee-Waukesha-West Allis, WI",Metropolitan Statistical Area,Ozaukee County,Wisconsin,55089
33340,"Milwaukee-Waukesha-West Allis, WI",Metropolitan Statistical Area,Washington County,Wisconsin,55131
33340,"Milwaukee-Waukesha-West Allis, WI",Metropolitan Statistical Area,Waukesha County,Wisconsin,55133
33420,"Mineral Wells, TX",Micropolitan Statistical Area,Palo Pinto County,Texas,48363
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,Anoka County,Minnesota,27003
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,Carver County,Minnesota,27019
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,Chisago County,Minnesota,27025
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,Dakota County,Minnesota,27037
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,Hennepin County,Minnesota,27053
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,Isanti County,Minnesota,27059
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,Le Sueur County,Minnesota,27079
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,Mille Lacs County,Minnesota,27095
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,Ramsey County,Minnesota,27123
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,Scott County,Minnesota,27139
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,Sherburne County,Minnesota,27141
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,Sibley County,Minnesota,27143
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,Washington County,Minnesota,27163
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,Wright County,Minnesota,27171
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,Pierce County,Wisconsin,55093
33460,"Minneapolis-St. Paul-Bloomington, MN-WI",Metropolitan Statistical Area,St. Croix County,Wisconsin,55109
33500,"Minot, ND",Micropolitan Statistical Area,McHenry County,North Dakota,38049
33500,"Minot, ND",Micropolitan Statistical Area,Renville County,North Dakota,38075
33500,"Minot, ND",Micropolitan Statistical Area,Ward County,North Dakota,38101
33540,"Missoula, MT",Metropolitan Statistical Area,Missoula County,Montana,30063
33580,"Mitchell, SD",Micropolitan Statistical Area,Davison County,South Dakota,46035
33580,"Mitchell, SD",Micropolitan Statistical Area,Hanson County,South Dakota,46061
33620,"Moberly, MO",Micropolitan Statistical Area,Randolph County,Missouri,29175
33660,"Mobile, AL",Metropolitan Statistical Area,Mobile County,Alabama,1097
33700,"Modesto, CA",Metropolitan Statistical Area,Stanislaus County,California,6099
33740,"Monroe, LA",Metropolitan Statistical Area,Ouachita Parish,Louisiana,22073
33740,"Monroe, LA",Metropolitan Statistical Area,Union Parish,Louisiana,22111
33780,"Monroe, MI",Metropolitan Statistical Area,Monroe County,Michigan,26115
33860,"Montgomery, AL",Metropolitan Statistical Area,Autauga County,Alabama,1001
33860,"Montgomery, AL",Metropolitan Statistical Area,Elmore County,Alabama,1051
33860,"Montgomery, AL",Metropolitan Statistical Area,Lowndes County,Alabama,1085
33860,"Montgomery, AL",Metropolitan Statistical Area,Montgomery County,Alabama,1101
33940,"Montrose, CO",Micropolitan Statistical Area,Montrose County,Colorado,8085
33980,"Morehead City, NC",Micropolitan Statistical Area,Carteret County,North Carolina,37031
34020,"Morgan City, LA",Micropolitan Statistical Area,St. Mary Parish,Louisiana,22101
34060,"Morgantown, WV",Metropolitan Statistical Area,Monongalia County,West Virginia,54061
34060,"Morgantown, WV",Metropolitan Statistical Area,Preston County,West Virginia,54077
34100,"Morristown, TN",Metropolitan Statistical Area,Hamblen County,Tennessee,47063
34100,"Morristown, TN",Metropolitan Statistical Area,Jefferson County,Tennessee,47089
34140,"Moscow, ID",Micropolitan Statistical Area,Latah County,Idaho,16057
34180,"Moses Lake, WA",Micropolitan Statistical Area,Grant County,Washington,53025
34220,"Moultrie, GA",Micropolitan Statistical Area,Colquitt County,Georgia,13071
34260,"Mountain Home, AR",Micropolitan Statistical Area,Baxter County,Arkansas,5005
34300,"Mountain Home, ID",Micropolitan Statistical Area,Elmore County,Idaho,16039
34340,"Mount Airy, NC",Micropolitan Statistical Area,Surry County,North Carolina,37171
34380,"Mount Pleasant, MI",Micropolitan Statistical Area,Isabella County,Michigan,26073
34420,"Mount Pleasant, TX",Micropolitan Statistical Area,Titus County,Texas,48449
34460,"Mount Sterling, KY",Micropolitan Statistical Area,Bath County,Kentucky,21011
34460,"Mount Sterling, KY",Micropolitan Statistical Area,Menifee County,Kentucky,21165
34460,"Mount Sterling, KY",Micropolitan Statistical Area,Montgomery County,Kentucky,21173
34500,"Mount Vernon, IL",Micropolitan Statistical Area,Jefferson County,Illinois,17081
34540,"Mount Vernon, OH",Micropolitan Statistical Area,Knox County,Ohio,39083
34580,"Mount Vernon-Anacortes, WA",Metropolitan Statistical Area,Skagit County,Washington,53057
34620,"Muncie, IN",Metropolitan Statistical Area,Delaware County,Indiana,18035
34660,"Murray, KY",Micropolitan Statistical Area,Calloway County,Kentucky,21035
34700,"Muscatine, IA",Micropolitan Statistical Area,Muscatine County,Iowa,19139
34740,"Muskegon, MI",Metropolitan Statistical Area,Muskegon County,Michigan,26121
34780,"Muskogee, OK",Micropolitan Statistical Area,Muskogee County,Oklahoma,40101
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Metropolitan Statistical Area,Brunswick County,North Carolina,37019
34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Metropolitan Statistical Area,Horry County,South Carolina,45051
34860,"Nacogdoches, TX",Micropolitan Statistical Area,Nacogdoches County,Texas,48347
34900,"Napa, CA",Metropolitan Statistical Area,Napa County,California,6055
34940,"Naples-Immokalee-Marco Island, FL",Metropolitan Statistical Area,Collier County,Florida,12021
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,Cannon County,Tennessee,47015
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,Cheatham County,Tennessee,47021
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,Davidson County,Tennessee,47037
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,Dickson County,Tennessee,47043
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,Hickman County,Tennessee,47081
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,Macon County,Tennessee,47111
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,Maury County,Tennessee,47119
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,Robertson County,Tennessee,47147
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,Rutherford County,Tennessee,47149
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,Smith County,Tennessee,47159
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,Sumner County,Tennessee,47165
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,Trousdale County,Tennessee,47169
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,Williamson County,Tennessee,47187
34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Metropolitan Statistical Area,Wilson County,Tennessee,47189
35020,"Natchez, MS-LA",Micropolitan Statistical Area,Concordia Parish,Louisiana,22029
35020,"Natchez, MS-LA",Micropolitan Statistical Area,Adams County,Mississippi,28001
35060,"Natchitoches, LA",Micropolitan Statistical Area,Natchitoches Parish,Louisiana,22069
35100,"New Bern, NC",Metropolitan Statistical Area,Craven County,North Carolina,37049
35100,"New Bern, NC",Metropolitan Statistical Area,Jones County,North Carolina,37103
35100,"New Bern, NC",Metropolitan Statistical Area,Pamlico County,North Carolina,37137
35140,"Newberry, SC",Micropolitan Statistical Area,Newberry County,South Carolina,45071
35220,"New Castle, IN",Micropolitan Statistical Area,Henry County,Indiana,18065
35260,"New Castle, PA",Micropolitan Statistical Area,Lawrence County,Pennsylvania,42073
35300,"New Haven-Milford, CT",Metropolitan Statistical Area,New Haven County,Connecticut,9009
35380,"New Orleans-Metairie, LA",Metropolitan Statistical Area,Jefferson Parish,Louisiana,22051
35380,"New Orleans-Metairie, LA",Metropolitan Statistical Area,Orleans Parish,Louisiana,22071
35380,"New Orleans-Metairie, LA",Metropolitan Statistical Area,Plaquemines Parish,Louisiana,22075
35380,"New Orleans-Metairie, LA",Metropolitan Statistical Area,St. Bernard Parish,Louisiana,22087
35380,"New Orleans-Metairie, LA",Metropolitan Statistical Area,St. Charles Parish,Louisiana,22089
35380,"New Orleans-Metairie, LA",Metropolitan Statistical Area,St. James Parish,Louisiana,22093
35380,"New Orleans-Metairie, LA",Metropolitan Statistical Area,St. John the Baptist Parish,Louisiana,22095
35380,"New Orleans-Metairie, LA",Metropolitan Statistical Area,St. Tammany Parish,Louisiana,22103
35420,"New Philadelphia-Dover, OH",Micropolitan Statistical Area,Tuscarawas County,Ohio,39157
35440,"Newport, OR",Micropolitan Statistical Area,Lincoln County,Oregon,41041
35460,"Newport, TN",Micropolitan Statistical Area,Cocke County,Tennessee,47029
35500,"Newton, IA",Micropolitan Statistical Area,Jasper County,Iowa,19099
35580,"New Ulm, MN",Micropolitan Statistical Area,Brown County,Minnesota,27015
35620,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,Dutchess County,New York,36027
35620,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,Putnam County,New York,36079
35620,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,Nassau County,New York,36059
35620,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,Suffolk County,New York,36103
35620,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,Essex County,New Jersey,34013
35620,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,Hunterdon County,New Jersey,34019
35620,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,Morris County,New Jersey,34027
35620,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,Somerset County,New Jersey,34035
35620,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,Sussex County,New Jersey,34037
35620,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,Union County,New Jersey,34039
35620,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,Pike County,Pennsylvania,42103
35620,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,Bergen County,New Jersey,34003
35620,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,Hudson County,New Jersey,34017
35620,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,Middlesex County,New Jersey,34023
35620,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,Monmouth County,New Jersey,34025
35620,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,Ocean County,New Jersey,34029
35620,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,Passaic County,New Jersey,34031
35620,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,Bronx County,New York,36005
35620,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,Kings County,New York,36047
35620,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,New York County,New York,36061
35620,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,Orange County,New York,36071
35620,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,Queens County,New York,36081
35620,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,Richmond County,New York,36085
35620,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,Rockland County,New York,36087
35620,"New York-Newark-Jersey City, NY-NJ-PA",Metropolitan Statistical Area,Westchester County,New York,36119
35660,"Niles-Benton Harbor, MI",Metropolitan Statistical Area,Berrien County,Michigan,26021
35700,"Nogales, AZ",Micropolitan Statistical Area,Santa Cruz County,Arizona,4023
35740,"Norfolk, NE",Micropolitan Statistical Area,Madison County,Nebraska,31119
35740,"Norfolk, NE",Micropolitan Statistical Area,Pierce County,Nebraska,31139
35740,"Norfolk, NE",Micropolitan Statistical Area,Stanton County,Nebraska,31167
35820,"North Platte, NE",Micropolitan Statistical Area,Lincoln County,Nebraska,31111
35820,"North Platte, NE",Micropolitan Statistical Area,Logan County,Nebraska,31113
35820,"North Platte, NE",Micropolitan Statistical Area,McPherson County,Nebraska,31117
35840,"North Port-Sarasota-Bradenton, FL",Metropolitan Statistical Area,Manatee County,Florida,12081
35840,"North Port-Sarasota-Bradenton, FL",Metropolitan Statistical Area,Sarasota County,Florida,12115
35860,"North Vernon, IN",Micropolitan Statistical Area,Jennings County,Indiana,18079
35900,"North Wilkesboro, NC",Micropolitan Statistical Area,Wilkes County,North Carolina,37193
35940,"Norwalk, OH",Micropolitan Statistical Area,Huron County,Ohio,39077
35980,"Norwich-New London, CT",Metropolitan Statistical Area,New London County,Connecticut,9011
36020,"Oak Harbor, WA",Micropolitan Statistical Area,Island County,Washington,53029
36100,"Ocala, FL",Metropolitan Statistical Area,Marion County,Florida,12083
36140,"Ocean City, NJ",Metropolitan Statistical Area,Cape May County,New Jersey,34009
36220,"Odessa, TX",Metropolitan Statistical Area,Ector County,Texas,48135
36260,"Ogden-Clearfield, UT",Metropolitan Statistical Area,Box Elder County,Utah,49003
36260,"Ogden-Clearfield, UT",Metropolitan Statistical Area,Davis County,Utah,49011
36260,"Ogden-Clearfield, UT",Metropolitan Statistical Area,Morgan County,Utah,49029
36260,"Ogden-Clearfield, UT",Metropolitan Statistical Area,Weber County,Utah,49057
36300,"Ogdensburg-Massena, NY",Micropolitan Statistical Area,St. Lawrence County,New York,36089
36340,"Oil City, PA",Micropolitan Statistical Area,Venango County,Pennsylvania,42121
36380,"Okeechobee, FL",Micropolitan Statistical Area,Okeechobee County,Florida,12093
36420,"Oklahoma City, OK",Metropolitan Statistical Area,Canadian County,Oklahoma,40017
36420,"Oklahoma City, OK",Metropolitan Statistical Area,Cleveland County,Oklahoma,40027
36420,"Oklahoma City, OK",Metropolitan Statistical Area,Grady County,Oklahoma,40051
36420,"Oklahoma City, OK",Metropolitan Statistical Area,Lincoln County,Oklahoma,40081
36420,"Oklahoma City, OK",Metropolitan Statistical Area,Logan County,Oklahoma,40083
36420,"Oklahoma City, OK",Metropolitan Statistical Area,McClain County,Oklahoma,40087
36420,"Oklahoma City, OK",Metropolitan Statistical Area,Oklahoma County,Oklahoma,40109
36460,"Olean, NY",Micropolitan Statistical Area,Cattaraugus County,New York,36009
36500,"Olympia-Tumwater, WA",Metropolitan Statistical Area,Thurston County,Washington,53067
36540,"Omaha-Council Bluffs, NE-IA",Metropolitan Statistical Area,Harrison County,Iowa,19085
36540,"Omaha-Council Bluffs, NE-IA",Metropolitan Statistical Area,Mills County,Iowa,19129
36540,"Omaha-Council Bluffs, NE-IA",Metropolitan Statistical Area,Pottawattamie County,Iowa,19155
36540,"Omaha-Council Bluffs, NE-IA",Metropolitan Statistical Area,Cass County,Nebraska,31025
36540,"Omaha-Council Bluffs, NE-IA",Metropolitan Statistical Area,Douglas County,Nebraska,31055
36540,"Omaha-Council Bluffs, NE-IA",Metropolitan Statistical Area,Sarpy County,Nebraska,31153
36540,"Omaha-Council Bluffs, NE-IA",Metropolitan Statistical Area,Saunders County,Nebraska,31155
36540,"Omaha-Council Bluffs, NE-IA",Metropolitan Statistical Area,Washington County,Nebraska,31177
36580,"Oneonta, NY",Micropolitan Statistical Area,Otsego County,New York,36077
36620,"Ontario, OR-ID",Micropolitan Statistical Area,Payette County,Idaho,16075
36620,"Ontario, OR-ID",Micropolitan Statistical Area,Malheur County,Oregon,41045
36660,"Opelousas, LA",Micropolitan Statistical Area,St. Landry Parish,Louisiana,22097
36700,"Orangeburg, SC",Micropolitan Statistical Area,Orangeburg County,South Carolina,45075
36740,"Orlando-Kissimmee-Sanford, FL",Metropolitan Statistical Area,Lake County,Florida,12069
36740,"Orlando-Kissimmee-Sanford, FL",Metropolitan Statistical Area,Orange County,Florida,12095
36740,"Orlando-Kissimmee-Sanford, FL",Metropolitan Statistical Area,Osceola County,Florida,12097
